AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	StepsPerSecond	Time
1.516157	5.8874254	27.116114	-7.3542266	200.18423	119.02561	427.27124	78.632385	21.857143	243.0	2000	522.1835	8322.373	11.821144	-3.8901541	521.8123	8316.457	11.649862	-4.017732	-428.22458	6824.9297	33.65491	-12.607216	-3.4071927	0.079783045	0.085800536	3090.3118	12.357142686843872
2.3514433	6.640868	37.246696	-7.3675003	100.28688	24.85255	141.2945	56.147472	21.580645	213.5	4000	3627.0217	57805.812	45.24979	-7.381459	3627.1064	57807.152	44.66864	-11.178421	454.82385	7248.9062	19.329502	-16.45082	-17.288465	0.33591253	0.36584303	3136.7925	28.020344257354736
1.7244214	5.187025	19.651855	-9.887541	403.75217	440.87512	1107.7877	56.40834	20.27835	362.1	6000	9784.631	155942.73	92.03929	-14.003048	9784.433	155939.58	89.99336	-22.356413	1057.0164	16846.291	26.185108	-13.192974	-43.8907	1.3865713	1.506311	2718.117	50.827733278274536
2.6384804	6.301221	28.769081	-7.536349	163.75735	52.316845	277.7422	92.685165	21.0	97.2	8000	18552.623	295682.62	127.3361	-56.48522	18552.5	295680.72	126.33243	-53.383507	1254.4047	19992.207	37.297333	-13.703365	-80.43075	5.1888556	5.748666	2596.0166	71.16820311546326
1.6565787	5.0256915	20.573301	-8.428588	79.24214	69.16903	222.29591	8.832406	21.16842	119.7	10000	27224.906	433897.12	178.02872	-61.0264	27223.465	433874.25	183.63077	-99.36185	1334.3676	21266.645	41.91875	-13.386336	-115.641266	12.860838	14.647576	2643.7964	91.56153750419617
79.69543	83.504814	243.8301	-7.434166	43.03476	30.3098	133.34041	27.419966	67.0	66.6	12000	35151.457	560226.6	256.36026	-63.80679	35150.3	560208.2	255.70386	-53.1329	1093.8839	17433.969	50.71812	-13.7187395	-146.10838	23.905996	25.651688	1051.9529	112.18576192855835
73.110374	91.883064	282.86926	-7.343083	-25.291874	26.25051	-1.8016038	-94.55537	101.57895	94.2	14000	37647.543	600008.0	262.62192	-49.757294	37647.93	600014.06	261.37372	-84.249916	835.4654	13315.461	48.56896	-14.183487	-154.15878	23.99571	24.166224	959.3784	133.5858280658722
15.286849	96.795525	377.51477	-94.5116	39.679886	47.29625	156.04373	-0.9905393	115.76471	112.7	16000	37299.062	594454.06	287.98083	-63.0731	37299.773	594465.44	278.25046	-65.211205	742.26117	11830.0205	44.93023	-13.711691	-151.8815	20.925331	22.364326	1168.3596	154.36731004714966
76.31089	110.21847	279.11246	-70.383995	172.10013	141.21938	493.27374	-47.817852	148.21428	191.6	18000	36842.266	587173.94	328.4918	-69.37389	36843.117	587187.44	323.10168	-67.20706	753.8833	12015.241	51.260906	-14.0915	-149.61293	20.628183	21.541508	1124.096	176.16507244110107
76.78888	72.45678	235.55418	-5.1380854	88.3667	89.74222	257.34772	9.191009	90.0	104.8	20000	37221.09	593211.44	333.74188	-69.25901	37221.543	593218.7	332.42407	-70.6329	783.78064	12491.722	48.314384	-13.352283	-150.64685	28.05373	28.334078	1067.7063	197.52185678482056
110.75184	138.85927	549.91235	-3.294005	98.83767	98.014206	233.64764	-91.997185	141.8	118.3	22000	37763.098	601849.75	336.28943	-78.650665	37763.62	601858.06	344.64374	-73.62005	845.2806	13471.862	58.724712	-13.685114	-152.37834	29.242285	29.911144	1145.3005	217.85407638549805
124.97906	88.47844	320.92493	2.5960763	116.75415	76.381546	289.03033	15.416478	101.052635	144.7	24000	38076.246	606840.56	328.68356	-74.79904	38075.445	606827.75	324.06143	-78.62876	903.81323	14404.71	54.365707	-12.8436985	-153.22502	29.460669	31.147327	1107.4423	239.3043851852417
137.22333	101.53782	311.93967	5.5342917	170.33237	185.83174	609.0932	-33.461884	139.21428	176.2	26000	37829.793	602912.7	305.49014	-80.36133	37830.477	602923.56	302.349	-78.15437	891.04877	14201.274	47.358124	-15.041134	-151.87183	27.881424	30.153187	1221.1505	260.99209690093994
159.83957	95.98824	393.4694	-32.642105	250.05127	48.63016	335.71805	173.04333	131.1875	160.3	28000	37035.57	590254.75	299.6304	-69.563095	37036.45	590268.7	295.827	-68.00101	810.21344	12912.983	51.66568	-15.763525	-148.35414	26.157522	27.443413	1197.642	282.5547721385956
170.95908	89.055176	306.03125	32.354958	177.5691	86.17095	313.70706	40.636723	113.27778	139.5	30000	36690.742	584759.0	275.60043	-65.91007	36690.773	584759.56	269.72125	-60.11801	856.7914	13655.304	49.761246	-14.064597	-146.67398	24.608595	26.367386	1276.7885	304.30432510375977
199.94727	35.238995	277.8698	136.55298	232.6276	39.64492	287.56998	143.00348	123.5	133.6	32000	36317.91	578817.06	246.83073	-72.39992	36318.83	578831.6	243.33829	-92.61164	806.6548	12856.269	68.58616	-13.597656	-145.01903	22.653399	24.594276	1199.39	325.68544840812683
153.39128	115.775925	386.57938	6.5096846	250.76865	40.923943	351.23853	202.27307	106.42105	116.9	34000	35663.008	568379.44	234.27934	-70.96767	35663.5	568387.3	230.69308	-86.371796	749.50995	11945.53	62.976837	-12.996434	-142.1555	21.542187	22.731466	915.5444	346.8492329120636
180.16753	113.34443	387.19644	2.7332425	125.41746	89.7909	272.2062	8.326798	105.210526	92.3	36000	34573.74	551019.25	223.29753	-77.84048	34574.184	551026.3	218.7036	-66.77557	648.286	10332.293	46.75059	-13.512993	-137.57062	17.996464	19.000116	1175.6073	367.65145468711853
171.97433	132.78642	388.2875	16.480028	312.92023	161.77646	534.2931	20.504929	164.90909	201.8	38000	33342.08	531389.6	211.70549	-117.65031	33342.53	531396.9	208.8715	-84.734215	569.29144	9073.332	45.95638	-13.784534	-132.45154	16.435608	16.94456	1015.00836	389.7713813781738
273.77228	94.39337	508.2701	162.00314	408.9582	95.90123	567.7185	212.32138	148.14285	200.0	40000	32145.885	512325.3	201.14313	-100.31967	32146.74	512338.94	202.9903	-103.07557	496.3026	7910.1025	50.285828	-16.777122	-127.66125	14.280226	14.571463	1041.3494	411.86940574645996
327.00534	151.80457	653.97345	80.18868	212.90999	134.57796	424.71	78.32582	176.08333	177.9	42000	31302.457	498883.22	196.73521	-73.34606	31302.312	498880.9	193.5401	-62.629498	472.1789	7525.626	42.948505	-14.7391205	-124.30309	13.114705	13.555923	948.01526	433.6556046009064
335.28384	127.56125	618.71826	114.53894	448.23633	318.80188	1245.6844	42.40068	160.58333	181.9	44000	30710.842	489454.34	188.32181	-77.97867	30711.127	489458.9	189.35135	-109.83825	429.36694	6843.328	42.322933	-15.290551	-121.89507	11.743809	12.167725	1185.8822	455.29648995399475
312.85364	147.53802	549.33984	48.129738	227.40793	168.76865	469.11612	21.181137	146.46153	113.4	46000	30203.057	481361.5	186.58812	-57.258553	30203.115	481362.44	184.33252	-64.78066	374.95068	5976.0967	44.210304	-21.823774	-119.71784	10.828661	11.041356	1196.5043	476.0809862613678
